model_label,stable_image_key,condition_label,image_region,safe,lively,wealthy,beautiful,boring,depressing
Gemini 2.5 Flash,row_1989,ESEA,SSA,20,10,5,10,70,80
Gemini 2.5 Flash,row_1989,NAWA,SSA,20,10,5,15,70,80
Gemini 2.5 Flash,row_1989,LAC,SSA,20,10,5,10,80,70
Gemini 2.5 Flash,row_1989,ENA,SSA,20,10,5,5,80,70
Gemini 2.5 Flash,row_1990,NEU,SSA,60,10,30,40,70,30
Gemini 2.5 Flash,row_1990,SSA,SSA,70,10,40,50,70,30
Gemini 2.5 Flash,row_1990,OCE,SSA,70,10,40,50,60,30
Gemini 2.5 Flash,row_1990,CSA,SSA,60,10,30,40,70,20
Gemini 2.5 Flash,row_1990,NAWA,SSA,60,10,30,40,70,30
Gemini 2.5 Flash,row_1990,ESEA,SSA,40,10,30,40,70,50
Gemini 2.5 Flash,row_1990,LAC,SSA,60,10,30,40,70,20
Gemini 2.5 Flash,row_1990,ENA,SSA,60,10,30,40,70,20
Gemini 2.5 Flash,row_1991,NEU,SSA,60,30,10,20,70,40
Gemini 2.5 Flash,row_1991,SSA,SSA,70,30,20,40,60,30
Gemini 2.5 Flash,row_1991,CSA,SSA,60,30,20,40,70,50
Gemini 2.5 Flash,row_1991,LAC,SSA,60,30,10,20,70,40
Gemini 2.5 Flash,row_1991,NAWA,SSA,60,30,20,40,70,50
Gemini 2.5 Flash,row_1991,ENA,SSA,40,30,10,20,70,40
Gemini 2.5 Flash,row_1991,OCE,SSA,60,30,20,40,50,30
Gemini 2.5 Flash,row_1991,ESEA,SSA,60,30,20,30,70,40
Gemini 2.5 Flash,row_1992,SSA,SSA,70,10,40,20,80,60
Gemini 2.5 Flash,row_1992,NEU,SSA,70,5,20,10,80,60
Gemini 2.5 Flash,row_1992,NAWA,SSA,70,5,20,10,80,60
Gemini 2.5 Flash,row_1992,CSA,SSA,70,5,20,10,80,60
Gemini 2.5 Flash,row_1992,LAC,SSA,70,5,20,10,85,70
Gemini 2.5 Flash,row_1992,OCE,SSA,70,5,30,15,80,60
Gemini 2.5 Flash,row_1992,ESEA,SSA,70,5,20,10,80,60
Gemini 2.5 Flash,row_1992,ENA,SSA,70,5,20,10,80,60
Gemini 2.5 Flash,row_1993,NEU,SSA,60,5,20,30,80,40
Gemini 2.5 Flash,row_1993,SSA,SSA,60,10,30,40,70,50
Gemini 2.5 Flash,row_1993,CSA,SSA,60,10,30,40,70,50
Gemini 2.5 Flash,row_1993,ESEA,SSA,60,10,30,40,70,50
Gemini 2.5 Flash,row_1993,OCE,SSA,60,10,30,40,70,50
Gemini 2.5 Flash,row_1993,NAWA,SSA,60,10,20,30,70,40
Gemini 2.5 Flash,row_1993,ENA,SSA,60,10,30,20,80,40
Gemini 2.5 Flash,row_1993,LAC,SSA,60,10,30,40,70,50
Gemini 2.5 Flash,row_1994,NEU,SSA,30,10,5,20,70,60
Gemini 2.5 Flash,row_1994,NAWA,SSA,40,30,10,20,60,70
Gemini 2.5 Flash,row_1994,SSA,SSA,40,30,10,20,50,60
Gemini 2.5 Flash,row_1994,ESEA,SSA,30,10,5,20,70,60
Gemini 2.5 Flash,row_1994,CSA,SSA,30,10,5,20,60,70
Gemini 2.5 Flash,row_1994,OCE,SSA,30,20,10,25,60,70
Gemini 2.5 Flash,row_1994,ENA,SSA,20,10,5,15,60,70
Gemini 2.5 Flash,row_1994,LAC,SSA,40,30,10,20,60,70
Gemini 2.5 Flash,row_1995,NEU,SSA,60,20,10,40,70,50
Gemini 2.5 Flash,row_1995,CSA,SSA,60,30,20,40,60,50
Gemini 2.5 Flash,row_1995,SSA,SSA,70,30,20,40,60,30
Gemini 2.5 Flash,row_1995,ESEA,SSA,60,20,10,30,70,40
Gemini 2.5 Flash,row_1995,NAWA,SSA,60,20,10,30,70,40
Gemini 2.5 Flash,row_1995,OCE,SSA,60,20,10,40,50,30
Gemini 2.5 Flash,row_1995,ENA,SSA,50,20,10,30,60,40
Gemini 2.5 Flash,row_1995,LAC,SSA,70,20,10,40,60,30
Gemini 2.5 Flash,row_1996,NEU,SSA,60,10,40,30,70,40
Gemini 2.5 Flash,row_1996,NAWA,SSA,70,10,40,30,70,40
Gemini 2.5 Flash,row_1996,SSA,SSA,70,10,40,30,80,20
Gemini 2.5 Flash,row_1996,OCE,SSA,70,10,40,20,70,50
Gemini 2.5 Flash,row_1996,ESEA,SSA,70,10,40,30,70,50
Gemini 2.5 Flash,row_1996,LAC,SSA,70,10,40,20,80,30
Gemini 2.5 Flash,row_1996,ENA,SSA,70,10,40,20,80,30
Gemini 2.5 Flash,row_1996,CSA,SSA,70,10,40,30,80,40
Gemini 2.5 Flash,row_1997,SSA,SSA,70,30,20,40,60,30
Gemini 2.5 Flash,row_1997,NAWA,SSA,60,20,10,30,70,40
Gemini 2.5 Flash,row_1997,CSA,SSA,40,20,10,30,70,50
Gemini 2.5 Flash,row_1997,NEU,SSA,60,20,10,30,70,40
Gemini 2.5 Flash,row_1997,OCE,SSA,60,20,10,30,70,40
Gemini 2.5 Flash,row_1997,ENA,SSA,40,10,20,30,70,40
Gemini 2.5 Flash,row_1997,ESEA,SSA,40,20,10,30,70,50
Gemini 2.5 Flash,row_1997,LAC,SSA,60,30,20,40,50,30
Gemini 2.5 Flash,row_1998,SSA,SSA,70,20,30,50,60,40
Gemini 2.5 Flash,row_1998,NEU,SSA,60,10,20,40,70,30
Gemini 2.5 Flash,row_1998,NAWA,SSA,60,10,20,40,70,30
Gemini 2.5 Flash,row_1998,CSA,SSA,60,10,20,40,70,30
Gemini 2.5 Flash,row_1998,ESEA,SSA,60,10,20,30,70,40
Gemini 2.5 Flash,row_1998,LAC,SSA,70,10,20,40,60,30
Gemini 2.5 Flash,row_1998,OCE,SSA,70,10,20,40,60,30
Gemini 2.5 Flash,row_1998,ENA,SSA,60,10,20,30,70,40
Gemini 2.5 Flash,row_1999,NEU,SSA,60,20,10,30,70,40
Gemini 2.5 Flash,row_1999,SSA,SSA,60,30,20,40,50,40
Gemini 2.5 Flash,row_1999,CSA,SSA,40,20,10,30,70,50
Gemini 2.5 Flash,row_1999,LAC,SSA,60,30,10,20,70,40
Gemini 2.5 Flash,row_1999,OCE,SSA,60,20,10,30,70,40
Gemini 2.5 Flash,row_1999,ENA,SSA,40,20,10,30,60,50
Gemini 2.5 Flash,row_2000,NEU,SSA,70,10,60,50,70,20
Gemini 2.5 Flash,row_2000,NAWA,SSA,70,10,60,50,70,20
Gemini 2.5 Flash,row_2000,SSA,SSA,70,10,60,50,70,20
Gemini 2.5 Flash,row_2000,CSA,SSA,70,10,60,50,70,20
Gemini 2.5 Flash,row_1999,ESEA,SSA,40,20,10,30,60,50
Gemini 2.5 Flash,row_1999,NAWA,SSA,40,20,10,30,60,50
Gemini 2.5 Flash,row_2000,ESEA,SSA,70,10,60,40,70,30
Gemini 2.5 Flash,row_2000,ENA,SSA,70,10,60,50,70,20
Gemini 2.5 Flash,row_2000,LAC,SSA,70,10,60,40,70,20
Gemini 2.5 Flash,row_2001,NEU,SSA,60,10,20,40,70,30
Gemini 2.5 Flash,row_2000,OCE,SSA,70,10,60,50,70,20
Gemini 2.5 Flash,row_2001,SSA,SSA,60,20,30,50,40,30
Gemini 2.5 Flash,row_2001,ESEA,SSA,40,10,20,50,70,30
Gemini 2.5 Flash,row_2001,NAWA,SSA,60,10,20,40,70,30
Gemini 2.5 Flash,row_2001,OCE,SSA,60,10,20,40,70,30
Gemini 2.5 Flash,row_2001,LAC,SSA,60,10,20,40,70,30
Gemini 2.5 Flash,row_2001,CSA,SSA,60,20,30,50,70,40
Gemini 2.5 Flash,row_2001,ENA,SSA,60,10,30,40,70,20
Gemini 2.5 Flash,row_2002,SSA,SSA,70,40,30,20,60,30
Gemini 2.5 Flash,row_2002,NAWA,SSA,60,30,40,30,70,40
Gemini 2.5 Flash,row_2002,NEU,SSA,60,30,40,35,60,25
Gemini 2.5 Flash,row_2002,CSA,SSA,60,30,40,30,70,40
Gemini 2.5 Flash,row_2002,LAC,SSA,60,40,30,20,70,40
Gemini 2.5 Flash,row_2002,OCE,SSA,60,30,40,35,50,30
Gemini 2.5 Flash,row_2002,ENA,SSA,60,40,30,20,70,40
Gemini 2.5 Flash,row_2002,ESEA,SSA,60,30,20,40,70,30
Gemini 2.5 Flash,row_2003,CSA,SSA,40,20,10,30,70,60
Gemini 2.5 Flash,row_2003,ESEA,SSA,40,10,5,15,70,60
Gemini 2.5 Flash,row_2003,OCE,SSA,40,10,5,20,70,60
Gemini 2.5 Flash,row_2003,NEU,SSA,40,20,5,15,70,60
Gemini 2.5 Flash,row_2003,LAC,SSA,40,20,5,10,70,80
Gemini 2.5 Flash,row_2003,SSA,SSA,70,30,10,20,60,40
Gemini 2.5 Flash,row_2004,SSA,SSA,70,10,20,30,80,40
Gemini 2.5 Flash,row_2004,NEU,SSA,60,5,10,20,80,50
Gemini 2.5 Flash,row_2003,NAWA,SSA,40,10,5,15,70,60
Gemini 2.5 Flash,row_2004,NAWA,SSA,60,10,20,30,80,70
Gemini 2.5 Flash,row_2004,CSA,SSA,40,10,15,20,80,60
Gemini 2.5 Flash,row_2004,OCE,SSA,60,10,20,30,70,50
Gemini 2.5 Flash,row_2004,ESEA,SSA,40,10,15,20,80,60
Gemini 2.5 Flash,row_2003,ENA,SSA,40,10,5,15,70,60
Gemini 2.5 Flash,row_2004,ENA,SSA,40,5,10,15,80,60
Gemini 2.5 Flash,row_2004,LAC,SSA,60,10,5,15,80,70
Gemini 2.5 Flash,row_2005,NEU,SSA,60,40,20,50,40,30
Gemini 2.5 Flash,row_2005,NAWA,SSA,60,40,10,30,50,40
Gemini 2.5 Flash,row_2005,CSA,SSA,60,50,20,40,30,40
Gemini 2.5 Flash,row_2005,SSA,SSA,70,60,20,50,40,30
Gemini 2.5 Flash,row_2005,LAC,SSA,60,70,20,40,30,40
Gemini 2.5 Flash,row_2005,ENA,SSA,60,40,20,50,40,30
Gemini 2.5 Flash,row_2005,OCE,SSA,70,60,20,40,50,30
Gemini 2.5 Flash,row_2006,NEU,SSA,40,5,20,50,70,30
Gemini 2.5 Flash,row_2006,SSA,SSA,60,10,20,40,70,30
Gemini 2.5 Flash,row_2006,NAWA,SSA,40,5,10,30,70,60
Gemini 2.5 Flash,row_2006,CSA,SSA,40,10,20,50,70,40
Gemini 2.5 Flash,row_2006,OCE,SSA,60,5,10,40,70,30
Gemini 2.5 Flash,row_2006,ESEA,SSA,40,5,10,30,70,50
Gemini 2.5 Flash,row_2006,LAC,SSA,40,5,10,30,70,60
Gemini 2.5 Flash,row_2006,ENA,SSA,40,5,10,30,70,50
Gemini 2.5 Flash,row_2005,ESEA,SSA,60,40,20,50,50,30
Gemini 2.5 Flash,row_2007,SSA,SSA,60,30,20,50,40,30
Gemini 2.5 Flash,row_2007,NEU,SSA,60,20,30,50,70,40
Gemini 2.5 Flash,row_2007,NAWA,SSA,60,20,30,50,60,40
Gemini 2.5 Flash,row_2007,CSA,SSA,60,30,20,50,60,40
Gemini 2.5 Flash,row_2007,ESEA,SSA,60,30,20,50,60,40
Gemini 2.5 Flash,row_2007,OCE,SSA,60,20,30,50,70,40
Gemini 2.5 Flash,row_2007,LAC,SSA,60,30,20,50,70,40
Gemini 2.5 Flash,row_2007,ENA,SSA,60,20,30,50,60,30
Gemini 2.5 Flash,row_2008,NAWA,SSA,70,10,30,20,80,40
Gemini 2.5 Flash,row_2008,NEU,SSA,70,10,40,30,70,40
Gemini 2.5 Flash,row_2008,ESEA,SSA,60,10,40,30,70,40
Gemini 2.5 Flash,row_2008,CSA,SSA,70,10,40,30,70,40
Gemini 2.5 Flash,row_2008,OCE,SSA,60,10,40,30,70,40
Gemini 2.5 Flash,row_2008,SSA,SSA,70,10,40,30,70,20
Gemini 2.5 Flash,row_2008,LAC,SSA,70,10,40,30,70,40
Gemini 2.5 Flash,row_2008,ENA,SSA,60,10,30,20,70,40
Gemini 2.5 Flash,row_2009,NAWA,SSA,60,10,40,30,70,40
Gemini 2.5 Flash,row_2009,SSA,SSA,70,20,60,40,70,30
Gemini 2.5 Flash,row_2009,CSA,SSA,60,10,40,30,70,40
Gemini 2.5 Flash,row_2009,OCE,SSA,60,10,40,30,70,20
Gemini 2.5 Flash,row_2009,ESEA,SSA,60,10,40,30,70,40
Gemini 2.5 Flash,row_2009,LAC,SSA,60,10,40,30,70,40
Gemini 2.5 Flash,row_2009,ENA,SSA,60,10,40,30,70,40
Gemini 2.5 Flash,row_2009,NEU,SSA,60,10,40,30,70,40
Gemini 2.5 Flash,row_2010,NAWA,SSA,40,10,20,30,70,50
Gemini 2.5 Flash,row_2010,SSA,SSA,60,20,30,40,70,50
Gemini 2.5 Flash,row_2010,NEU,SSA,60,10,20,30,70,40
Gemini 2.5 Flash,row_2010,ESEA,SSA,40,10,20,15,70,50
Gemini 2.5 Flash,row_2010,LAC,SSA,60,20,10,30,70,40
Gemini 2.5 Flash,row_2010,OCE,SSA,40,10,20,30,70,50
Gemini 2.5 Flash,row_2010,CSA,SSA,40,10,20,30,70,50
Gemini 2.5 Flash,row_2010,ENA,SSA,40,10,20,25,70,50
Gemini 2.5 Flash,row_2011,OCE,SSA,60,10,15,40,70,30
Gemini 2.5 Flash,row_2011,SSA,SSA,70,20,10,40,60,30
Gemini 2.5 Flash,row_2011,ESEA,SSA,60,10,20,30,70,40
Gemini 2.5 Flash,row_2011,LAC,SSA,60,10,5,30,70,40
Gemini 2.5 Flash,row_2011,NAWA,SSA,60,10,20,30,70,40
Gemini 2.5 Flash,row_2011,NEU,SSA,60,10,20,40,70,30
Gemini 2.5 Flash,row_2011,ENA,SSA,60,10,10,30,70,40
Gemini 2.5 Flash,row_2011,CSA,SSA,60,10,20,40,70,30
Gemini 2.5 Flash,row_2012,NEU,SSA,60,10,30,40,70,30
Gemini 2.5 Flash,row_2012,ESEA,SSA,60,10,30,40,70,50
Gemini 2.5 Flash,row_2012,NAWA,SSA,70,10,40,60,70,30
Gemini 2.5 Flash,row_2012,CSA,SSA,70,10,40,60,70,30
Gemini 2.5 Flash,row_2012,SSA,SSA,70,10,40,60,70,20
Gemini 2.5 Flash,row_2012,OCE,SSA,60,10,40,50,70,30
Gemini 2.5 Flash,row_2012,LAC,SSA,70,10,30,40,70,20
Gemini 2.5 Flash,row_2012,ENA,SSA,70,10,40,50,70,30
Gemini 2.5 Flash,row_2013,NEU,SSA,70,10,30,60,70,20
Gemini 2.5 Flash,row_2013,CSA,SSA,70,10,30,60,70,20
Gemini 2.5 Flash,row_2013,NAWA,SSA,70,10,20,60,70,30
Gemini 2.5 Flash,row_2013,SSA,SSA,70,10,30,60,50,20
Gemini 2.5 Flash,row_2013,OCE,SSA,70,10,30,60,50,20
Gemini 2.5 Flash,row_2013,LAC,SSA,70,10,30,60,50,20
Gemini 2.5 Flash,row_2013,ESEA,SSA,60,10,30,50,70,20
Gemini 2.5 Flash,row_2013,ENA,SSA,70,10,30,60,50,20
Gemini 2.5 Flash,row_2014,SSA,SSA,70,5,10,20,80,40
Gemini 2.5 Flash,row_2014,ESEA,SSA,70,5,10,20,85,60
Gemini 2.5 Flash,row_2014,CSA,SSA,70,5,10,30,80,60
Gemini 2.5 Flash,row_2014,NEU,SSA,70,5,10,20,80,40
Gemini 2.5 Flash,row_2014,NAWA,SSA,70,5,10,20,80,40
Gemini 2.5 Flash,row_2014,LAC,SSA,70,5,10,20,80,60
Gemini 2.5 Flash,row_2014,OCE,SSA,70,5,10,20,80,60
Gemini 2.5 Flash,row_2014,ENA,SSA,80,5,10,20,90,40
Gemini 2.5 Flash,row_2015,NEU,SSA,40,10,20,15,70,50
Gemini 2.5 Flash,row_2015,SSA,SSA,60,20,30,40,70,50
Gemini 2.5 Flash,row_2015,ESEA,SSA,40,10,20,15,70,60
Gemini 2.5 Flash,row_2015,LAC,SSA,40,10,20,30,70,50
Gemini 2.5 Flash,row_2015,ENA,SSA,40,20,10,15,70,50
Gemini 2.5 Flash,row_2016,NEU,SSA,60,20,30,40,70,30
Gemini 2.5 Flash,row_2015,OCE,SSA,40,10,20,30,70,60
Gemini 2.5 Flash,row_2015,CSA,SSA,60,20,30,40,70,50
Gemini 2.5 Flash,row_2016,SSA,SSA,70,30,40,50,60,30
Gemini 2.5 Flash,row_2015,NAWA,SSA,40,10,20,15,70,60
Gemini 2.5 Flash,row_2016,NAWA,SSA,60,20,30,40,70,30
Gemini 2.5 Flash,row_2016,ESEA,SSA,60,20,30,40,70,30
Gemini 2.5 Flash,row_2016,CSA,SSA,60,20,30,40,70,50
Gemini 2.5 Flash,row_2016,LAC,SSA,60,20,40,50,70,30
Gemini 2.5 Flash,row_2016,OCE,SSA,60,20,40,50,60,30
Gemini 2.5 Flash,row_2017,SSA,SSA,70,10,20,40,70,30
Gemini 2.5 Flash,row_2016,ENA,SSA,60,20,30,40,70,30
Gemini 2.5 Flash,row_2017,NAWA,SSA,70,10,20,40,80,30
Gemini 2.5 Flash,row_2017,CSA,SSA,70,10,20,40,80,30
Gemini 2.5 Flash,row_2017,NEU,SSA,70,5,10,40,80,20
Gemini 2.5 Flash,row_2017,LAC,SSA,70,10,20,40,80,30
Gemini 2.5 Flash,row_2017,OCE,SSA,70,10,20,40,80,30
Gemini 2.5 Flash,row_2017,ESEA,SSA,70,10,20,40,80,30
Gemini 2.5 Flash,row_2017,ENA,SSA,70,10,20,40,80,30
Gemini 2.5 Flash,row_2018,NEU,SSA,40,10,15,20,70,50
Gemini 2.5 Flash,row_2018,NAWA,SSA,40,10,15,30,70,50
Gemini 2.5 Flash,row_2018,CSA,SSA,40,10,20,30,70,60
Gemini 2.5 Flash,row_2018,LAC,SSA,40,10,15,20,70,60
Gemini 2.5 Flash,row_2018,ESEA,SSA,40,10,20,30,70,60
Gemini 2.5 Flash,row_2018,SSA,SSA,60,20,30,40,70,30
Gemini 2.5 Flash,row_2018,OCE,SSA,40,10,20,30,70,50
Gemini 2.5 Flash,row_2019,NEU,SSA,60,20,30,40,70,50
Gemini 2.5 Flash,row_2019,SSA,SSA,70,20,30,40,60,30
Gemini 2.5 Flash,row_2018,ENA,SSA,40,10,15,20,70,50
Gemini 2.5 Flash,row_2019,NAWA,SSA,60,20,30,40,70,50
Gemini 2.5 Flash,row_2019,OCE,SSA,60,20,30,40,70,50
Gemini 2.5 Flash,row_2019,CSA,SSA,60,20,30,40,70,50
Gemini 2.5 Flash,row_2019,LAC,SSA,60,20,30,40,70,50
Gemini 2.5 Flash,row_2019,ENA,SSA,60,10,20,30,70,40
Gemini 2.5 Flash,row_2020,NEU,SSA,40,10,5,20,70,60
Gemini 2.5 Flash,row_2020,CSA,SSA,40,10,5,20,70,60
Gemini 2.5 Flash,row_2019,ESEA,SSA,60,10,20,30,70,40
Gemini 2.5 Flash,row_2020,OCE,SSA,60,10,5,30,70,50
Gemini 2.5 Flash,row_2020,NAWA,SSA,40,10,5,20,70,60
Gemini 2.5 Flash,row_2020,SSA,SSA,60,20,10,30,70,50
Gemini 2.5 Flash,row_2020,LAC,SSA,40,10,5,20,70,60
Gemini 2.5 Flash,row_2020,ENA,SSA,40,10,5,20,70,60
Gemini 2.5 Flash,row_2021,NEU,SSA,40,20,10,20,60,70
Gemini 2.5 Flash,row_2020,ESEA,SSA,40,10,5,20,70,60
Gemini 2.5 Flash,row_2021,ESEA,SSA,30,10,5,15,70,60
Gemini 2.5 Flash,row_2021,SSA,SSA,40,30,10,20,60,70
Gemini 2.5 Flash,row_2021,NAWA,SSA,40,20,10,15,70,60
Gemini 2.5 Flash,row_2021,CSA,SSA,30,20,5,15,70,80
Gemini 2.5 Flash,row_2021,OCE,SSA,30,20,10,25,60,70
Gemini 2.5 Flash,row_2021,LAC,SSA,40,20,10,30,60,70
Gemini 2.5 Flash,row_2021,ENA,SSA,20,10,5,15,60,70
Gemini 2.5 Flash,row_2022,NEU,SSA,70,10,40,50,80,20
Gemini 2.5 Flash,row_2022,CSA,SSA,70,20,60,40,70,30
Gemini 2.5 Flash,row_2022,NAWA,SSA,70,10,40,30,80,40
Gemini 2.5 Flash,row_2022,ESEA,SSA,60,10,40,30,70,20
Gemini 2.5 Flash,row_2022,SSA,SSA,70,10,60,40,80,20
Gemini 2.5 Flash,row_2022,LAC,SSA,70,10,60,40,70,20
Gemini 2.5 Flash,row_2022,ENA,SSA,70,10,40,30,80,20
Gemini 2.5 Flash,row_2023,NEU,SSA,40,10,20,30,70,50
Gemini 2.5 Flash,row_2023,SSA,SSA,60,10,20,30,70,40
Gemini 2.5 Flash,row_2023,NAWA,SSA,60,10,20,30,70,40
Gemini 2.5 Flash,row_2023,CSA,SSA,40,10,20,30,70,60
Gemini 2.5 Flash,row_2023,ESEA,SSA,40,10,20,30,70,50
Gemini 2.5 Flash,row_2023,OCE,SSA,60,10,20,30,70,40
Gemini 2.5 Flash,row_2023,LAC,SSA,60,10,20,30,70,40
Gemini 2.5 Flash,row_2023,ENA,SSA,40,10,20,25,70,40
Gemini 2.5 Flash,row_2024,SSA,SSA,40,10,20,15,70,60
Gemini 2.5 Flash,row_2022,OCE,SSA,70,10,40,50,70,20
Gemini 2.5 Flash,row_2024,NEU,SSA,30,10,5,15,70,60
Gemini 2.5 Flash,row_2024,CSA,SSA,40,10,5,15,70,80
Gemini 2.5 Flash,row_2024,NAWA,SSA,40,10,5,15,70,60
Gemini 2.5 Flash,row_2024,OCE,SSA,30,10,15,20,70,60
Gemini 2.5 Flash,row_2024,LAC,SSA,30,10,5,15,70,80
Gemini 2.5 Flash,row_2024,ENA,SSA,30,10,15,20,70,60
Gemini 2.5 Flash,row_2025,NEU,SSA,60,50,30,20,60,40
Gemini 2.5 Flash,row_2024,ESEA,SSA,30,10,15,20,70,60
Gemini 2.5 Flash,row_2025,SSA,SSA,70,60,40,30,50,20
Gemini 2.5 Flash,row_2025,NAWA,SSA,60,40,30,20,70,40
Gemini 2.5 Flash,row_2025,ESEA,SSA,50,60,30,20,50,40
Gemini 2.5 Flash,row_2025,OCE,SSA,60,70,30,40,50,40
Gemini 2.5 Flash,row_2025,LAC,SSA,60,70,30,40,50,40
Gemini 2.5 Flash,row_2025,ENA,SSA,60,50,30,20,60,40
Gemini 2.5 Flash,row_2025,CSA,SSA,60,70,30,20,40,30
Gemini 2.5 Flash,row_2026,CSA,SSA,20,10,5,15,60,80
Gemini 2.5 Flash,row_2026,OCE,SSA,20,10,5,15,60,70
Gemini 2.5 Flash,row_2026,ESEA,SSA,20,10,5,15,60,70
Gemini 2.5 Flash,row_2026,NEU,SSA,30,10,5,15,60,70
Gemini 2.5 Flash,row_2026,SSA,SSA,40,20,5,10,60,70
Gemini 2.5 Flash,row_2026,NAWA,SSA,20,10,5,15,60,80
Gemini 2.5 Flash,row_2026,LAC,SSA,30,20,5,10,60,80
Gemini 2.5 Flash,row_2026,ENA,SSA,20,10,5,15,60,70
Gemini 2.5 Flash,row_2027,NAWA,SSA,70,10,20,40,80,50
Gemini 2.5 Flash,row_2027,CSA,SSA,60,10,5,30,80,40
Gemini 2.5 Flash,row_2027,OCE,SSA,70,10,10,40,60,30
Gemini 2.5 Flash,row_2027,SSA,SSA,70,10,20,40,60,30
Gemini 2.5 Flash,row_2027,LAC,SSA,40,10,5,30,70,60
Gemini 2.5 Flash,row_2027,ESEA,SSA,40,5,10,30,80,60
Gemini 2.5 Flash,row_2027,ENA,SSA,60,5,10,30,80,40
Gemini 2.5 Flash,row_2027,NEU,SSA,60,5,10,30,80,40
Gemini 2.5 Flash,row_2028,NEU,SSA,40,20,10,30,70,50
Gemini 2.5 Flash,row_2028,SSA,SSA,70,30,20,40,50,30
Gemini 2.5 Flash,row_2028,ESEA,SSA,60,20,10,40,70,50
Gemini 2.5 Flash,row_2028,CSA,SSA,40,20,10,30,70,60
Gemini 2.5 Flash,row_2028,OCE,SSA,40,20,10,30,60,50
Gemini 2.5 Flash,row_2029,NEU,SSA,60,5,10,30,70,40
Gemini 2.5 Flash,row_2028,LAC,SSA,40,20,10,30,60,50
Gemini 2.5 Flash,row_2029,SSA,SSA,70,10,30,40,80,20
Gemini 2.5 Flash,row_2029,NAWA,SSA,70,10,20,40,80,30
Gemini 2.5 Flash,row_2028,ENA,SSA,40,20,10,30,60,50
Gemini 2.5 Flash,row_2028,NAWA,SSA,40,20,10,30,60,50
Gemini 2.5 Flash,row_2029,CSA,SSA,70,10,20,40,80,30
Gemini 2.5 Flash,row_2029,ESEA,SSA,60,10,20,40,70,30
Gemini 2.5 Flash,row_2029,OCE,SSA,70,10,20,40,80,30
Gemini 2.5 Flash,row_2029,ENA,SSA,60,10,20,30,80,40
Gemini 2.5 Flash,row_2030,SSA,SSA,60,20,30,40,70,30
Gemini 2.5 Flash,row_2030,NAWA,SSA,60,20,30,40,70,30
Gemini 2.5 Flash,row_2029,LAC,SSA,60,5,10,30,80,40
Gemini 2.5 Flash,row_2030,CSA,SSA,60,20,30,40,70,30
Gemini 2.5 Flash,row_2030,ESEA,SSA,60,10,30,40,70,30
Gemini 2.5 Flash,row_2030,OCE,SSA,60,20,30,40,70,30
Gemini 2.5 Flash,row_2030,NEU,SSA,70,20,30,40,60,30
Gemini 2.5 Flash,row_2030,ENA,SSA,60,10,30,40,70,30
Gemini 2.5 Flash,row_2030,LAC,SSA,60,20,30,40,70,30
Gemini 2.5 Flash,row_2031,SSA,SSA,70,40,30,20,60,30
Gemini 2.5 Flash,row_2031,NEU,SSA,60,40,30,20,70,40
Gemini 2.5 Flash,row_2031,NAWA,SSA,60,40,30,20,70,40
Gemini 2.5 Flash,row_2031,CSA,SSA,60,30,20,15,70,40
Gemini 2.5 Flash,row_2031,ESEA,SSA,60,30,20,15,70,40
Gemini 2.5 Flash,row_2031,LAC,SSA,60,40,30,20,70,40
Gemini 2.5 Flash,row_2031,OCE,SSA,60,40,30,20,60,30
Gemini 2.5 Flash,row_2031,ENA,SSA,60,40,30,20,70,40
Gemini 2.5 Flash,row_2032,NEU,SSA,60,10,20,40,70,30
Gemini 2.5 Flash,row_2032,NAWA,SSA,60,10,20,40,70,30
Gemini 2.5 Flash,row_2032,SSA,SSA,70,20,40,50,60,30
Gemini 2.5 Flash,row_2032,CSA,SSA,60,10,20,40,70,30
Gemini 2.5 Flash,row_2032,ESEA,SSA,60,10,20,40,70,30
Gemini 2.5 Flash,row_2032,OCE,SSA,70,10,30,40,60,20
Gemini 2.5 Flash,row_2032,LAC,SSA,60,10,20,30,70,40
Gemini 2.5 Flash,row_2032,ENA,SSA,60,10,30,40,70,30
Gemini 2.5 Flash,row_2033,NEU,SSA,30,10,5,15,80,60
Gemini 2.5 Flash,row_2033,SSA,SSA,60,20,10,30,70,40
Gemini 2.5 Flash,row_2033,NAWA,SSA,40,10,5,15,80,70
Gemini 2.5 Flash,row_2033,ESEA,SSA,30,10,5,15,80,70
Gemini 2.5 Flash,row_2033,OCE,SSA,30,10,5,15,80,70
Gemini 2.5 Flash,row_2033,CSA,SSA,40,20,10,30,70,60
Gemini 2.5 Flash,row_2033,LAC,SSA,20,10,5,15,80,70
Gemini 2.5 Flash,row_2033,ENA,SSA,30,10,5,15,80,70
Gemini 2.5 Flash,row_2034,NEU,SSA,60,10,30,40,70,30
Gemini 2.5 Flash,row_2034,NAWA,SSA,60,20,40,30,70,40
Gemini 2.5 Flash,row_2034,SSA,SSA,70,20,60,40,60,30
Gemini 2.5 Flash,row_2034,OCE,SSA,60,10,40,30,70,40
Gemini 2.5 Flash,row_2034,ESEA,SSA,60,10,40,30,70,20
Gemini 2.5 Flash,row_2034,LAC,SSA,70,20,40,30,60,30
Gemini 2.5 Flash,row_2034,CSA,SSA,60,10,40,30,70,20
Gemini 2.5 Flash,row_2034,ENA,SSA,60,10,40,30,70,20
